@relation sine1

@attribute aa numeric
@attribute bb numeric
@attribute classe {TRUE,FALSE}

@data
0.062267,0.850551,FALSE
0.004379,0.000714,TRUE
0.773542,0.952961,FALSE
0.987656,0.564985,TRUE
0.264421,0.995956,FALSE
0.53722,0.057621,TRUE
0.045369,0.328354,FALSE
0.948161,0.009017,TRUE
0.44537,0.483047,FALSE
0.304704,0.032498,TRUE
0.757771,0.745517,FALSE
0.254826,0.100839,TRUE
0.026298,0.634766,FALSE
0.483971,0.097492,TRUE
0.97905,0.922142,FALSE
0.452759,0.340117,TRUE
0.141417,0.810207,FALSE
0.492159,0.41935,TRUE
0.479797,0.46276,FALSE
0.313598,0.094202,TRUE
0.341229,0.574286,FALSE
0.074913,0.00606,TRUE
0.239577,0.322814,FALSE
0.557159,0.18036,TRUE
0.38286,0.871536,FALSE
0.108492,0.077287,TRUE
0.139773,0.340518,FALSE
0.039844,0.031442,TRUE
0.47153,0.761037,FALSE
0.485842,0.001975,TRUE
0.877782,0.978616,FALSE
0.630069,0.515834,TRUE
0.290186,0.472893,FALSE
0.942058,0.257148,TRUE
0.508223,0.899582,FALSE
0.142429,0.013381,TRUE
0.447266,0.713003,FALSE
0.820242,0.545006,TRUE
0.07503,0.753396,FALSE
0.275924,0.031506,TRUE
0.106081,0.174902,FALSE
0.985432,0.396016,TRUE
0.688612,0.652749,FALSE
0.247059,0.202213,TRUE
0.325919,0.78305,FALSE
0.77339,0.539568,TRUE
0.910537,0.895315,FALSE
0.835067,0.554591,TRUE
0.950437,0.964025,FALSE
0.10303,0.059628,TRUE
0.584179,0.934547,FALSE
0.390728,0.121099,TRUE
0.216207,0.352587,FALSE
0.42489,0.129721,TRUE
0.76241,0.869084,FALSE
0.35048,0.211795,TRUE
0.504496,0.55389,FALSE
0.770528,0.510236,TRUE
0.368484,0.752714,FALSE
0.121335,0.047991,TRUE
0.847793,0.942341,FALSE
0.747786,0.032219,TRUE
0.262569,0.798489,FALSE
0.642906,0.442874,TRUE
0.331654,0.481546,FALSE
0.303296,0.113563,TRUE
0.472268,0.464654,FALSE
0.67385,0.446207,TRUE
0.919976,0.850845,FALSE
0.425548,0.22324,TRUE
0.884724,0.937293,FALSE
0.909726,0.384774,TRUE
0.832458,0.828567,FALSE
0.792813,0.2978,TRUE
0.811915,0.986071,FALSE
0.532757,0.076734,TRUE
0.955872,0.904998,FALSE
0.257568,0.08491,TRUE
0.874254,0.844267,FALSE
0.766206,0.492516,TRUE
0.159475,0.845726,FALSE
0.454746,0.060785,TRUE
0.166474,0.462761,FALSE
0.383958,0.165912,TRUE
0.009561,0.925584,FALSE
0.83871,0.189459,TRUE
0.161209,0.533946,FALSE
0.219131,0.075766,TRUE
0.130225,0.432335,FALSE
0.608687,0.180142,TRUE
0.425489,0.609526,FALSE
0.659384,0.560107,TRUE
0.652514,0.615491,FALSE
0.729461,0.263452,TRUE
0.07143,0.441749,FALSE
0.82551,0.082362,TRUE
0.617171,0.97234,FALSE
0.356607,0.066046,TRUE
0.790494,0.879494,FALSE
0.770464,0.451624,TRUE
0.699642,0.836245,FALSE
0.888489,0.376332,TRUE
0.409109,0.862118,FALSE
0.735369,0.199712,TRUE
0.250767,0.715908,FALSE
0.701162,0.639298,TRUE
0.246124,0.727924,FALSE
0.318372,0.282994,TRUE
0.671643,0.639277,FALSE
0.794949,0.48273,TRUE
0.202055,0.548851,FALSE
0.334403,0.130745,TRUE
0.629768,0.761613,FALSE
0.443286,0.179195,TRUE
0.722707,0.914505,FALSE
0.922019,0.745224,TRUE
0.826843,0.965883,FALSE
0.686918,0.446839,TRUE
0.647436,0.892121,FALSE
0.726892,0.373873,TRUE
0.226325,0.978183,FALSE
0.583491,0.330133,TRUE
0.699078,0.794622,FALSE
0.486718,0.109148,TRUE
0.26803,0.514878,FALSE
0.978576,0.393545,TRUE
0.061215,0.182077,FALSE
0.355398,0.262645,TRUE
0.007369,0.871576,FALSE
0.057256,0.010231,TRUE
0.043653,0.943171,FALSE
0.451619,0.290742,TRUE
0.942425,0.978689,FALSE
0.036193,0.003345,TRUE
0.414412,0.483566,FALSE
0.317183,0.245358,TRUE
0.454179,0.811964,FALSE
0.18832,0.019456,TRUE
0.324155,0.844134,FALSE
0.000234,0.000178,TRUE
0.070544,0.78254,FALSE
0.351237,0.06778,TRUE
0.041588,0.341283,FALSE
0.835886,0.36299,TRUE
0.739861,0.969076,FALSE
0.288408,0.213973,TRUE
0.981316,0.859753,FALSE
0.265508,0.241898,TRUE
0.587532,0.567568,FALSE
0.2979,0.213102,TRUE
0.958483,0.859238,FALSE
0.971127,0.34629,TRUE
0.984165,0.86367,FALSE
0.918574,0.001297,TRUE
0.756465,0.780103,FALSE
0.227826,0.126591,TRUE
0.70496,0.746483,FALSE
0.379965,0.233478,TRUE
0.415563,0.478162,FALSE
0.878935,0.528176,TRUE
0.742721,0.903518,FALSE
0.619584,0.214062,TRUE
0.003246,0.502472,FALSE
0.453233,0.374789,TRUE
0.885344,0.848982,FALSE
0.476044,0.213338,TRUE
0.46478,0.77969,FALSE
0.929346,0.031645,TRUE
0.565877,0.853434,FALSE
0.069684,0.008311,TRUE
0.538918,0.868046,FALSE
0.24711,0.122153,TRUE
0.431227,0.510182,FALSE
0.677436,0.122982,TRUE
0.866849,0.926059,FALSE
0.427987,0.358349,TRUE
0.400537,0.468361,FALSE
0.123266,0.089715,TRUE
0.958503,0.931682,FALSE
0.658737,0.096222,TRUE
0.36963,0.534878,FALSE
0.398124,0.333497,TRUE
0.197177,0.711227,FALSE
0.394773,0.02629,TRUE
0.623032,0.600916,FALSE
0.565196,0.246624,TRUE
0.00346,0.575549,FALSE
0.34699,0.117735,TRUE
0.625597,0.660142,FALSE
0.032611,0.006495,TRUE
0.888963,0.846234,FALSE
0.061502,0.02763,TRUE
0.106556,0.657509,FALSE
0.278857,0.103299,TRUE
0.204289,0.905873,FALSE
0.197068,0.090678,TRUE
0.233424,0.392313,FALSE
0.781811,0.366234,TRUE
0.07706,0.495802,FALSE
0.487907,0.138522,TRUE
0.057611,0.462909,FALSE
0.072744,0.020167,TRUE
0.527533,0.887522,FALSE
0.53736,0.103971,TRUE
0.744696,0.776174,FALSE
0.837036,0.18664,TRUE
0.390738,0.55997,FALSE
0.27535,0.152771,TRUE
0.267035,0.300614,FALSE
0.529815,0.504735,TRUE
0.743155,0.707645,FALSE
0.986005,0.641942,TRUE
0.902893,0.942716,FALSE
0.7867,0.583951,TRUE
0.632132,0.836908,FALSE
0.294963,0.062478,TRUE
0.645452,0.725074,FALSE
0.054657,0.000467,TRUE
0.660003,0.963911,FALSE
0.232276,0.223627,TRUE
0.330548,0.990751,FALSE
0.361017,0.097359,TRUE
0.079211,0.10643,FALSE
0.16221,0.07661,TRUE
0.884057,0.886211,FALSE
0.232337,0.023755,TRUE
0.616058,0.665708,FALSE
0.928584,0.764709,TRUE
0.917814,0.917318,FALSE
0.968459,0.371835,TRUE
0.825097,0.851919,FALSE
0.501395,0.353105,TRUE
0.391704,0.897731,FALSE
0.089511,0.054346,TRUE
0.099267,0.199886,FALSE
0.560128,0.192564,TRUE
0.598914,0.900867,FALSE
0.614095,0.00947,TRUE
0.563185,0.792901,FALSE
0.45126,0.220934,TRUE
0.948252,0.980865,FALSE
0.549799,0.27669,TRUE
0.85208,0.814075,FALSE
0.219929,0.000415,TRUE
0.450557,0.522952,FALSE
0.155538,0.141881,TRUE
0.976527,0.84646,FALSE
0.833208,0.634904,TRUE
0.46402,0.465308,FALSE
0.336028,0.210868,TRUE
0.820855,0.775721,FALSE
0.202818,0.103661,TRUE
0.743478,0.713975,FALSE
0.919237,0.735351,TRUE
0.884812,0.832902,FALSE
0.506787,0.368936,TRUE
0.66193,0.889493,FALSE
0.967662,0.712927,TRUE
0.203791,0.404627,FALSE
0.24625,0.226636,TRUE
0.357805,0.452088,FALSE
0.413433,0.329945,TRUE
0.54551,0.536599,FALSE
0.752568,0.275193,TRUE
0.219568,0.424078,FALSE
0.699906,0.18943,TRUE
0.96532,0.83793,FALSE
0.5321,0.138451,TRUE
0.25051,0.367874,FALSE
0.521447,0.407713,TRUE
0.710707,0.799221,FALSE
0.230482,0.171441,TRUE
0.595752,0.968301,FALSE
0.833087,0.659135,TRUE
0.71075,0.666563,FALSE
0.837518,0.720082,TRUE
0.703937,0.903065,FALSE
0.574284,0.13027,TRUE
0.444211,0.915256,FALSE
0.607568,0.08563,TRUE
0.358342,0.824126,FALSE
0.886889,0.426737,TRUE
0.285231,0.603133,FALSE
0.574819,0.447285,TRUE
0.921646,0.834226,FALSE
0.975148,0.079712,TRUE
0.482133,0.591041,FALSE
0.555161,0.422621,TRUE
0.645244,0.713475,FALSE
0.057211,0.013455,TRUE
0.675641,0.901136,FALSE
0.212719,0.003108,TRUE
0.363183,0.443847,FALSE
0.889591,0.774267,TRUE
0.958676,0.925605,FALSE
0.357431,0.264308,TRUE
0.584744,0.979888,FALSE
0.435421,0.27927,TRUE
0.945113,0.865417,FALSE
0.712424,0.009606,TRUE
0.881385,0.852251,FALSE
0.194695,0.123146,TRUE
0.122189,0.150084,FALSE
0.89226,0.529957,TRUE
0.354309,0.94657,FALSE
0.778589,0.1168,TRUE
0.388231,0.619392,FALSE
0.138428,0.110908,TRUE
0.919432,0.826821,FALSE
0.52691,0.448935,TRUE
0.854542,0.968407,FALSE
0.945769,0.69637,TRUE
0.750471,0.882442,FALSE
0.891068,0.308288,TRUE
0.21238,0.6459,FALSE
0.352302,0.149499,TRUE
0.25518,0.310392,FALSE
0.088529,0.062638,TRUE
0.735772,0.952021,FALSE
0.642414,0.542,TRUE
0.069995,0.919358,FALSE
0.35808,0.145081,TRUE
0.759918,0.92701,FALSE
0.915381,0.178702,TRUE
0.441932,0.616982,FALSE
0.614817,0.544929,TRUE
0.870395,0.955422,FALSE
0.761331,0.097533,TRUE
0.289919,0.493943,FALSE
0.174184,0.065181,TRUE
0.016621,0.186604,FALSE
0.132626,0.062179,TRUE
0.486737,0.731879,FALSE
0.737081,0.602261,TRUE
0.954791,0.817612,FALSE
0.408582,0.323241,TRUE
0.091065,0.40799,FALSE
0.085626,0.055012,TRUE
0.900187,0.882582,FALSE
0.225152,0.192602,TRUE
0.633473,0.975606,FALSE
0.130168,0.056626,TRUE
0.501363,0.859252,FALSE
0.413185,0.10695,TRUE
0.230226,0.522575,FALSE
0.44658,0.278186,TRUE
0.268424,0.647608,FALSE
0.206673,0.193513,TRUE
0.463146,0.734787,FALSE
0.681656,0.205484,TRUE
0.885036,0.815013,FALSE
0.192354,0.054214,TRUE
0.261042,0.538426,FALSE
0.091383,0.044331,TRUE
0.176768,0.413298,FALSE
0.528127,0.300377,TRUE
0.691271,0.854732,FALSE
0.67871,0.529021,TRUE
0.188928,0.420139,FALSE
0.61377,0.27303,TRUE
0.962572,0.864296,FALSE
0.001957,0.001852,TRUE
0.424365,0.998492,FALSE
0.00978,0.007344,TRUE
0.720664,0.850587,FALSE
0.041736,0.02224,TRUE
0.329137,0.422011,FALSE
0.795317,0.178603,TRUE
0.833594,0.889696,FALSE
0.148002,0.022592,TRUE
0.499337,0.817595,FALSE
0.190191,0.142311,TRUE
0.033959,0.393833,FALSE
0.344435,0.234362,TRUE
0.195461,0.925166,FALSE
0.102365,0.006327,TRUE
0.551868,0.758937,FALSE
0.555112,0.393878,TRUE
0.433951,0.450257,FALSE
0.881709,0.071201,TRUE
0.676861,0.852149,FALSE
0.017405,0.014881,TRUE
0.992073,0.861229,FALSE
0.602829,0.062226,TRUE
0.219496,0.635875,FALSE
0.827815,0.153649,TRUE
0.265572,0.364519,FALSE
0.267642,0.260793,TRUE
0.959159,0.928155,FALSE
0.496369,0.052285,TRUE
0.479504,0.769007,FALSE
0.698547,0.630362,TRUE
0.832749,0.937789,FALSE
0.964561,0.525603,TRUE
0.06575,0.77839,FALSE
0.027905,0.004247,TRUE
0.025456,0.329615,FALSE
0.578979,0.224284,TRUE
0.230096,0.806979,FALSE
0.608912,0.411519,TRUE
0.019645,0.022696,FALSE
0.2015,0.011104,TRUE
0.680392,0.841591,FALSE
0.978801,0.411011,TRUE
0.421467,0.927343,FALSE
0.666077,0.290087,TRUE
0.183004,0.43041,FALSE
0.856324,0.31664,TRUE
0.409308,0.746472,FALSE
0.272316,0.209276,TRUE
0.250106,0.996274,FALSE
0.858672,0.048035,TRUE
0.270035,0.268274,FALSE
0.238125,0.073853,TRUE
0.962327,0.976152,FALSE
0.429024,0.019906,TRUE
0.812402,0.959865,FALSE
0.691378,0.394415,TRUE
0.895823,0.968483,FALSE
0.420908,0.202828,TRUE
0.469513,0.722767,FALSE
0.535815,0.305934,TRUE
0.581976,0.617087,FALSE
0.84253,0.362014,TRUE
0.587048,0.852581,FALSE
0.030538,0.016089,TRUE
0.493087,0.83059,FALSE
0.700134,0.576612,TRUE
0.841778,0.919999,FALSE
0.303407,0.179258,TRUE
0.853205,0.946144,FALSE
0.887039,0.593435,TRUE
0.634895,0.909864,FALSE
0.304047,0.055488,TRUE
0.675294,0.809356,FALSE
0.862281,0.035996,TRUE
0.055793,0.301492,FALSE
0.688586,0.425618,TRUE
0.638241,0.751481,FALSE
0.404146,0.04925,TRUE
0.974078,0.911263,FALSE
0.98283,0.659506,TRUE
0.636028,0.76225,FALSE
0.882709,0.272141,TRUE
0.100197,0.686372,FALSE
0.814676,0.325034,TRUE
0.594757,0.924938,FALSE
0.807451,0.208617,TRUE
0.431004,0.579846,FALSE
0.951157,0.642932,TRUE
0.995784,0.983162,FALSE
0.92586,0.149633,TRUE
0.881599,0.9626,FALSE
0.771743,0.532431,TRUE
0.387428,0.837535,FALSE
0.245037,0.031647,TRUE
0.941134,0.880164,FALSE
0.214352,0.152751,TRUE
0.585468,0.791271,FALSE
0.396629,0.17713,TRUE
0.131984,0.593364,FALSE
0.341667,0.203322,TRUE
0.198577,0.988757,FALSE
0.579772,0.00659,TRUE
0.65671,0.662304,FALSE
0.2321,0.018226,TRUE
0.462927,0.743555,FALSE
0.767041,0.217619,TRUE
0.7848,0.982559,FALSE
0.628033,0.336403,TRUE
0.029237,0.763801,FALSE
0.003386,0.002189,TRUE
0.21913,0.879933,FALSE
0.276879,0.229379,TRUE
0.656369,0.71251,FALSE
0.69306,0.179424,TRUE
0.284545,0.344175,FALSE
0.063917,0.015193,TRUE
0.650332,0.89198,FALSE
0.359844,0.133546,TRUE
0.634957,0.964616,FALSE
0.319132,0.289531,TRUE
0.61629,0.843938,FALSE
0.68058,0.309236,TRUE
0.034592,0.212615,FALSE
0.070061,0.055347,TRUE
0.370669,0.571344,FALSE
0.179845,0.151774,TRUE
0.746524,0.875351,FALSE
0.676515,0.186635,TRUE
0.017397,0.931199,FALSE
0.238077,0.081696,TRUE
0.122538,0.984918,FALSE
0.352552,0.026169,TRUE
0.519575,0.594863,FALSE
0.977618,0.273112,TRUE
0.094101,0.774778,FALSE
0.291102,0.077881,TRUE
0.830026,0.898629,FALSE
0.023808,0.003571,TRUE
0.929858,0.901126,FALSE
0.849572,0.617902,TRUE
0.512032,0.815932,FALSE
0.1991,0.130137,TRUE
0.220783,0.451531,FALSE
0.154589,0.056383,TRUE
0.91733,0.878471,FALSE
0.750085,0.673331,TRUE
0.570606,0.550069,FALSE
0.486747,0.308698,TRUE
0.38768,0.903417,FALSE
0.987632,0.570564,TRUE
0.660685,0.919211,FALSE
0.324862,0.100438,TRUE
0.024792,0.064739,FALSE
0.577254,0.359543,TRUE
0.598672,0.929783,FALSE
0.512564,0.456686,TRUE
0.466241,0.741283,FALSE
0.036781,0.02155,TRUE
0.453204,0.61166,FALSE
0.471901,0.312645,TRUE
0.544478,0.79889,FALSE
0.964395,0.180985,TRUE
0.039006,0.719691,FALSE
0.671709,0.173173,TRUE
0.915256,0.990886,FALSE
0.116839,0.014982,TRUE
0.779622,0.708617,FALSE
0.598021,0.502952,TRUE
0.952981,0.917671,FALSE
0.452646,0.063415,TRUE
0.899852,0.951625,FALSE
0.753955,0.203786,TRUE
0.076064,0.70224,FALSE
0.079598,0.014318,TRUE
0.66336,0.809255,FALSE
0.717463,0.210471,TRUE
0.144858,0.192825,FALSE
0.738166,0.16774,TRUE
0.133989,0.177434,FALSE
0.171533,0.023157,TRUE
0.509872,0.557994,FALSE
0.064819,0.054447,TRUE
0.466465,0.46441,FALSE
0.605088,0.087594,TRUE
0.09524,0.826563,FALSE
0.614678,0.462685,TRUE
0.182431,0.96817,FALSE
0.956267,0.051057,TRUE
0.90188,0.958738,FALSE
0.683213,0.594389,TRUE
0.600233,0.580139,FALSE
0.904487,0.136487,TRUE
0.210119,0.33144,FALSE
0.964542,0.221889,TRUE
0.772034,0.73057,FALSE
0.849756,0.62536,TRUE
0.647828,0.857232,FALSE
0.697254,0.473867,TRUE
0.648891,0.645337,FALSE
0.346752,0.14944,TRUE
0.664491,0.839735,FALSE
0.065491,0.020406,TRUE
0.407542,0.709622,FALSE
0.50239,0.051692,TRUE
0.635679,0.869174,FALSE
0.803726,0.484259,TRUE
0.147794,0.997556,FALSE
0.76726,0.633594,TRUE
0.556459,0.597667,FALSE
0.636365,0.007412,TRUE
0.53929,0.742247,FALSE
0.913301,0.007291,TRUE
0.654108,0.971981,FALSE
0.38642,0.035479,TRUE
0.84439,0.914805,FALSE
0.970514,0.717375,TRUE
0.845113,0.938033,FALSE
0.493068,0.012585,TRUE
0.027976,0.502145,FALSE
0.705775,0.570338,TRUE
0.74883,0.757595,FALSE
0.294584,0.198787,TRUE
0.827419,0.947119,FALSE
0.467781,0.111377,TRUE
0.499578,0.503589,FALSE
0.488179,0.310217,TRUE
0.189585,0.709645,FALSE
0.442257,0.00441,TRUE
0.877619,0.816569,FALSE
0.495667,0.136397,TRUE
0.386658,0.492494,FALSE
0.083991,0.073396,TRUE
0.407304,0.960258,FALSE
0.74906,0.668895,TRUE
0.647129,0.868098,FALSE
0.124208,0.120585,TRUE
0.030235,0.989614,FALSE
0.663706,0.484437,TRUE
0.571175,0.87438,FALSE
0.349382,0.192141,TRUE
0.754004,0.802944,FALSE
0.10739,0.080739,TRUE
0.822567,0.849342,FALSE
0.676151,0.154603,TRUE
0.911188,0.984684,FALSE
0.079153,0.026722,TRUE
